,anime_id,name,type,rating,genre,episodes,creators,aired_year,awards_no,descript
41,131,Ayashi no Ceres,TV Series,7.25,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural",24,16,2000,0,"Mikage Aya and her twin brother Aki are soon driven apart by the forces of fate...
On their sixteenth birthday, Aya and Aki are called to the family home to be given a special present. What they thought was a birthday party, however, was really a test Ã¢ÂÂ one which Aya failed. She was found to possess the reincarnated spirit of an ageless celestial maiden (tennyo), one bent on the recovery of her heavenly kimono (hagoromo) and the destruction of the Mikage family. Aya quickly finds herself separated from her beloved brother, and hunted by her own family.
	"
42,133,Dragon Drive,TV Series,6.78,"Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen",38,7,2002,0,"Oozora Reiji was one of the most laid back people in all of Japan. Considered to be the king of lateness at his school, he's never finished a single thing that he's started, simply because it doesn't look cool if he can't do it.
But it all changes when, one day, his childhood friend Yukino Maiko invites him to the only thing he'll ever finish... deep beneath Tokyo, there is a secret building run by Rion. It is here that the most powerful Virtual Reality technology resides... in the hands of the powerful corporation, Rion. With it, they have created an addictive game where you control a dragon. It is called Dragon Drive.
Its no surprise when Reiji gets his dragon... a small white dragon -- thats sleeping! But his first time playing, Chibisuke reveals his true power, when he easily defeats one of the current champions!
But Dragon Drive is more than it seems... unbeknowest to its players, there are two worlds... there is Earth, and then there is Reverse-Earth, or Ri-kyuu. In this alternate dimension, dragons are real -- and so is death. Theres a power growing inside Chibisuki and Reiji, and only their bond of trust, and the friendship of all their allies, will they be able to save the two worlds from Rion, and return back to Earth!
	"
43,134,Saint Luminous Jogakuin,TV Series,6.16,"Mystery, Psychological, Supernatural",13,16,1998,0,"Surrounded by hills and seas on all sides, St. Luminous Mission High School is a girls' school characterized by its liberal school spirit. One day two high school boys appeared to the school. They are Kijima Kaihei, who came to St. Luminous in accordance with his grandfather's will, and his friend Tanami Ryuuzou. Not being a positive person in nature, Kaihei ended up, in the course of nature, to take on the post of the Director of St. Luminous, according to his grandfather's will. For his first job as the Director of school, Kaihei was asked to search for a girl student who had disappeared a few days ago. But he was so surprised to see the girl's photo, which was given to him by Sister Akane. He had witnessed the girl named Melina Sukavysih only a few hours ago in the forest on his way to St. Luminous.
	"
44,137,Lodoss-tou Senki: Eiyuu Kishi Den,TV Series,7.07,"Action, Adventure, Drama, Fantasy, Magic, Romance",27,9,1998,0,"Five years past, a band of six adventurers defeated the conquering armies of Marmo, the dark island, and saved the accursed island, Lodoss. Since that day, the survivors have been honored as heroes, and their deeds have become legends. But the evil never perished... it retreated, waited and schemed. Now, the Black Knight of Marmo has returned to threaten the accursed island once more. Old heroes must heed the call to defend their homeland and new heroes are forged as the battle for Lodoss begins anew...
	"
45,142,Yume de Aetara,TV Series,6.84,"Comedy, Drama, Ecchi, Romance, Seinen",16,10,1998,0,"Virgin 24 year-old Fuguno Masuo is desperately in love with Shiozaki Nagisa, a 22 year-old kindergarten teacher. He is popular among the women, but he truly only has eyes for Nagisa. However, he is a clumsy, thickheaded and gentle man and gets into trouble a lot. He ends up in situations where it is easy for poor Nagisa to misinterpret what really happened.Source: ANN
	"
46,145,Initial D Second Stage,TV Series,8.03,"Action, Cars, Drama, Seinen, Sports",13,15,1999,0,"Following his victory over RedSuns leader Ryosuke Takahashi, AE86 driver Takumi Fujiwara is challenged by the Lancer EVO-based ""Emperor,"" a group known for taking decals of racing teams they defeat, cutting them up and placing them on their cars like a fighter plane kill board. Takumi's undefeated streak is on the line as his AE86 is virtually no match against the more powerful and more agile four-wheel-drive EVOs of the Emperor team.
	"
47,146,Rockman.EXE,TV Series,6.32,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",56,18,2002,0,"Hikari Netto is a fifth grader at Akihara Elementary. He has a Net Navi called Rockman which is stored on Personal Terminals (PET). Two of his fellow classmates also own a Net Navi. There's Dekao who's Navi's name is Gutsman, and Meiru with a custom Net Navi called Roll. Dekao and Netto usually battle each other in the net just to prove who is stronger.
Net Navis are popular with the kids and they can have net battles where they log their PET into a computer and fight there. Each Net Navi can be customized to each individual person to their liking. While in a net battle the kids can plug in special battle chips to give their Navi a weapon to fight with.
However, an evil organization called the World Three has been using Net Navis to set terrorist attacks on computer networks and the only one to stop them are of course Rockman, Gutsman and Roll.
	"
48,148,Shin Chou Kyou Ryo: Condor Hero,TV Series,7.8,"Adventure, Drama, Historical, Romance",26,10,2001,0,"The orphaned Yang Gor is taken to Chuen Jun Clan to learn kung fu. However, Yang soon gets tired of the bullying by the clan's priests and escapes. His eventual encounter with the mysterious and beautiful Dragon Girl, leader of the powerful Tomb sect, will change his life forever.
	"
49,150,Oruchuban Ebichu,TV Series,7.52,"Comedy, Ecchi, Seinen",24,7,1999,0,"Ebichu is a talking hamster, fond of cheese, and tries her best to be housekeeper for her owner Goshujin-sama, who is a single 25-year-old office lady desperately wanting to get married. Unfortunately, her boyfriend is a useless layabout named Kaishonachi (""useless"") who is not very good at anything, especially where it counts.
	"
50,160,UFO Princess Valkyrie,TV Series,6.85,"Comedy, Ecchi, Magic, Sci-Fi",12,17,2002,0,"A princess from outer space accidentally crashes on Earth, where Kazuto desperately tries to maintain the public bath of his grandfather. Due to circumstances, Kazuto receives part of princess Valkyrie's soul which forces her to stay there with him. But that is not the only problem... because her soul lost strength, the 18-year-old princess transforms both mentally and physically into a 8-year-old little kid.
	"
51,161,Tokyo Mew Mew,TV Series,6.55,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",52,19,2002,0,"Momomiya Ichigo is just an ordinary 13-year-old girl until a bizarre incident occurs at a museum during her first date. The accident, which merges her DNA with that of a wildcat's, is actually part of the ÃÂµ Project to protect the Earth from danger.
Momomiya Ichigo, code name Mew Ichigo (Strawberry), along with four other chosen girls: Mew Mint (Aizawa Mint), Mew Lettuce (Midorikawa Lettuce), Mew Pudding (Fong Pudding) and Mew Zakuro (Fujiwara Zakuro) now have to protect the Earth and learn about their mysterious enemy using the Cafe Mew Mew as their base of operations.
	"
52,170,Kidou Tenshi Angelic Layer,TV Series,7.36,"Comedy, Drama, Sci-Fi, Shounen, Sports",26,16,2001,0,"Suzuhara Misaki is a sixth grader who has just moved to Tokyo to live with her aunt. She stumbles across a merchandising phenomenon known as Angelic Layer in which a person can purchase a doll and custom design it. Once their doll is finished, they can link to it through new technology and have it move however they want, as long as its within the confines of a field known as a layer. In these fields there are battles to see who is the best at Angelic Layer that occur at tourist traps or at special tournaments; Misaki meets a strange man known only as Icchan who gets her involved in the games. The man for some reason believes that she has high potential to become one of the greatest players of all time...Source: AnimeNfo
	"
53,171,Seihou Bukyou Outlaw Star,TV Series,7.66,"Action, Adventure, Comedy, Sci-Fi, Space",24,16,1998,0,"Space is mainly inhabited by three different groups: the Federation that is the real government, various pirate clans using special techniques and magic to dominate the frontier, and the outlaws who fall in between the former two factions. There are also various alien races and empires which sort of fall within this category.
It is on this frontier that Gene Starwind and his 11-year-old partner Jim Hawking, freelance bounty hunters and odd-job takers extraordinary, live and work. Until they happen to take on a job from a mysterious woman named Hilda. In no time flat they are up to their ears in trouble.
	"
54,175,Otogi Story Tenshi no Shippo,TV Series,6.21,"Comedy, Fantasy, Harem, Magic, Romance",12,14,2001,0,"Mutsumi Gorou is one unlucky young man. When he was a young boy, each of his pets died from different tragic causes. Even today, he cannot seem to find the right job. The only job he had was one with a company that eventually went out of business.
One day, a mysterious fortune teller calls out to him and tells him that he is definitely surrounded by bad luck. The fortune teller gives him a cell phone, telling him that his luck will improve. The magical cell phone actually has the power to resurrect all of his pets in the form of beautiful young girls. In how far this will change Gorou's misfortune remains to be seen though...Note: There are two special OVAs; episode 5.5 and episode 13.
	"
55,179,Boogiepop wa Warawanai: Boogiepop Phantom,TV Series,7.23,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",12,7,2000,1,"A scream in the night, and in that instant the world changed... or at least, it appeared to.
The story evolves around a creature called Boogiepop. Boogiepop, also called Death, hangs out in the city, and whenever you encounter it, she'll take you with her. Nagi Kirima, a high school student, seems to be fighting Boogiepop - or at least, she tries to. But then there are disappearances everywhere, and strange happenings occur. And nobody sees the link between them.
In a mixture of chaos and thrilling horror Nagi tries to find out what happened... and why it still hasn't happened to her.
	"
56,187,Magical Nyan Nyan Taruto,TV Series,6.39,"Comedy, Magic",12,8,2001,0,"The lore of cats speak of the Nekomata family, the members of which possessed extremely powerful magical powers. Long ago, the Nekomata family line ceased to exist, but cats everywhere have come to know the exploits of the Nekomata as fairy tales. Taruto is a girl cat that firmly believes she is a long lost member of the Nekomata. She endeavours to practice the magical cat arts, but everything she does turns into magical disaster! Luckily she has a really nice keeper and very understanding friends.
	"
